,Unnamed: 0,Synset,Name,Predicted
8422,8422,Synset('maleficence.n.02'),maleficence.n.02,b
8423,8423,Synset('malevolence.n.02'),malevolence.n.02,b
8424,8424,Synset('malignity.n.02'),malignity.n.02,b
8426,8426,Synset('perversity.n.02'),perversity.n.02,b
8427,8427,Synset('reprehensibility.n.01'),reprehensibility.n.01,b
8428,8428,Synset('villainy.n.01'),villainy.n.01,b
8429,8429,Synset('worst.n.02'),worst.n.02,b
8433,8433,Synset('impiety.n.01'),impiety.n.01,b
8434,8434,Synset('injustice.n.02'),injustice.n.02,b
8445,8445,Synset('ambiguity.n.02'),ambiguity.n.02,b
8461,8461,Synset('idealism.n.02'),idealism.n.02,b
8518,8518,Synset('force.n.01'),force.n.01,b
8519,8519,Synset('grip.n.06'),grip.n.06,b
8520,8520,Synset('charisma.n.01'),charisma.n.01,b
8561,8561,Synset('qualification.n.01'),qualification.n.01,b
8598,8598,Synset('book_value.n.01'),book_value.n.01,b
8599,8599,Synset('gross_domestic_product.n.01'),gross_domestic_product.n.01,b
8600,8600,Synset('gross_national_product.n.01'),gross_national_product.n.01,b
8602,8602,Synset('invaluableness.n.01'),invaluableness.n.01,b
8603,8603,Synset('market_value.n.01'),market_value.n.01,b
8604,8604,Synset('monetary_value.n.01'),monetary_value.n.01,b
8606,8606,Synset('par_value.n.01'),par_value.n.01,b
8607,8607,Synset('price.n.03'),price.n.03,b
8609,8609,Synset('standard.n.04'),standard.n.04,b
8616,8616,Synset('conic_section.n.01'),conic_section.n.01,b
8622,8622,Synset('sector.n.01'),sector.n.01,b
8629,8629,Synset('flank.n.02'),flank.n.02,b
8633,8633,Synset('margin.n.01'),margin.n.01,b
8635,8635,Synset('thalweg.n.01'),thalweg.n.01,b
8636,8636,Synset('upper_bound.n.01'),upper_bound.n.01,b
8637,8637,Synset('arc.n.02'),arc.n.02,b
8642,8642,Synset('catenary.n.01'),catenary.n.01,b
8644,8644,Synset('crescent.n.01'),crescent.n.01,b
8645,8645,Synset('cupid's_bow.n.01'),cupids_bow.n.01,b
8649,8649,Synset('helix.n.01'),helix.n.01,b
8650,8650,Synset('hook.n.02'),hook.n.02,b
8652,8652,Synset('meander.n.01'),meander.n.01,b
8653,8653,Synset('normal_curve.n.01'),normal_curve.n.01,b
8655,8655,Synset('quadric.n.01'),quadric.n.01,b
8656,8656,Synset('roulette.n.01'),roulette.n.01,b
8658,8658,Synset('scallop.n.01'),scallop.n.01,b
8660,8660,Synset('spiral.n.01'),spiral.n.01,b
8662,8662,Synset('regression_line.n.01'),regression_line.n.01,b
8663,8663,Synset('asymptote.n.01'),asymptote.n.01,b
8665,8665,Synset('diagonal.n.01'),diagonal.n.01,b
8666,8666,Synset('diagonal.n.02'),diagonal.n.02,b
8667,8667,Synset('diameter.n.02'),diameter.n.02,b
8670,8670,Synset('radius.n.02'),radius.n.02,b
8671,8671,Synset('secant.n.01'),secant.n.01,b
8672,8672,Synset('tangent.n.01'),tangent.n.01,b
8673,8673,Synset('vector.n.02'),vector.n.02,b
8674,8674,Synset('calyx.n.01'),calyx.n.01,b
8675,8675,Synset('corolla.n.01'),corolla.n.01,b
8677,8677,Synset('funnel.n.01'),funnel.n.01,b
8679,8679,Synset('brake_drum.n.01'),brake_drum.n.01,b
8681,8681,Synset('shank.n.03'),shank.n.03,b
8682,8682,Synset('shank.n.04'),shank.n.04,b
8683,8683,Synset('shank.n.05'),shank.n.05,b
8684,8684,Synset('stalactite.n.01'),stalactite.n.01,b
8685,8685,Synset('stalagmite.n.01'),stalagmite.n.01,b
8686,8686,Synset('intervertebral_disc.n.01'),intervertebral_disc.n.01,b
8691,8691,Synset('core.n.08'),core.n.08,b
8692,8692,Synset('goldbrick.n.03'),goldbrick.n.03,b
8696,8696,Synset('dome.n.01'),dome.n.01,b
8697,8697,Synset('indentation.n.01'),indentation.n.01,b
8700,8700,Synset('scoop.n.02'),scoop.n.02,b
8701,8701,Synset('camber.n.01'),camber.n.01,b
8702,8702,Synset('entasis.n.01'),entasis.n.01,b
8705,8705,Synset('projection.n.05'),projection.n.05,b
8706,8706,Synset('ridge.n.02'),ridge.n.02,b
8708,8708,Synset('umbo.n.01'),umbo.n.01,b
8710,8710,Synset('roller.n.04'),roller.n.04,b
8721,8721,Synset('prism.n.01'),prism.n.01,b
8722,8722,Synset('prismatoid.n.01'),prismatoid.n.01,b
8723,8723,Synset('pyramid.n.01'),pyramid.n.01,b
8724,8724,Synset('regular_polyhedron.n.01'),regular_polyhedron.n.01,b
8733,8733,Synset('entelechy.n.01'),entelechy.n.01,b
8736,8736,Synset('reality.n.03'),reality.n.03,b
8740,8740,Synset('survival.n.01'),survival.n.01,b
8741,8741,Synset('ghetto.n.02'),ghetto.n.02,b
8742,8742,Synset('achievability.n.01'),achievability.n.01,b
8744,8744,Synset('opportunity.n.01'),opportunity.n.01,b
8745,8745,Synset('potential.n.01'),potential.n.01,b
8747,8747,Synset('immanence.n.01'),immanence.n.01,b
8748,8748,Synset('inherence.n.01'),inherence.n.01,b
8752,8752,Synset('thereness.n.02'),thereness.n.02,b
8753,8753,Synset('ubiety.n.01'),ubiety.n.01,b
8754,8754,Synset('ubiquity.n.01'),ubiquity.n.01,b
8756,8756,Synset('gloom.n.03'),gloom.n.03,b
8758,8758,Synset('spirit.n.02'),spirit.n.02,b
8760,8760,Synset('hinge.n.02'),hinge.n.02,b
8764,8764,Synset('relief.n.02'),relief.n.02,b
8771,8771,Synset('neglect.n.02'),neglect.n.02,b
8773,8773,Synset('wreck.n.01'),wreck.n.01,b
8775,8775,Synset('fix.n.01'),fix.n.01,b
8777,8777,Synset('mire.n.03'),mire.n.03,b
8779,8779,Synset('predicament.n.01'),predicament.n.01,b
8780,8780,Synset('problem.n.01'),problem.n.01,b
8783,8783,Synset('stress.n.04'),stress.n.04,b
8786,8786,Synset('hangover.n.01'),hangover.n.01,b
8788,8788,Synset('malaise.n.01'),malaise.n.01,b
8796,8796,Synset('absolutism.n.01'),absolutism.n.01,b
8797,8797,Synset('ascendant.n.01'),ascendant.n.01,b
8799,8799,Synset('dominion.n.01'),dominion.n.01,b
8803,8803,Synset('aridity.n.02'),aridity.n.02,b
8809,8809,Synset('depression.n.02'),depression.n.02,b
8811,8811,Synset('prosperity.n.01'),prosperity.n.01,b
8812,8812,Synset('recession.n.01'),recession.n.01,b
8817,8817,Synset('hollowness.n.01'),hollowness.n.01,b
8820,8820,Synset('climate.n.01'),climate.n.01,b
8823,8823,Synset('erosion.n.02'),erosion.n.02,b
8824,8824,Synset('glaciation.n.01'),glaciation.n.01,b
8827,8827,Synset('pollution.n.01'),pollution.n.01,b
8830,8830,Synset('credit_crunch.n.01'),credit_crunch.n.01,b
8833,8833,Synset('poverty.n.01'),poverty.n.01,b
8836,8836,Synset('wealth.n.01'),wealth.n.01,b
8838,8838,Synset('repletion.n.01'),repletion.n.01,b
8854,8854,Synset('betterment.n.02'),betterment.n.02,b
8855,8855,Synset('development.n.07'),development.n.07,b
8856,8856,Synset('reformation.n.01'),reformation.n.01,b
8858,8858,Synset('admixture.n.01'),admixture.n.01,b
8859,8859,Synset('adulteration.n.01'),adulteration.n.01,b
8867,8867,Synset('bareness.n.02'),bareness.n.02,b
8868,8868,Synset('nude.n.02'),nude.n.02,b
8871,8871,Synset('lack.n.01'),lack.n.01,b
8872,8872,Synset('necessity.n.01'),necessity.n.01,b
8881,8881,Synset('addiction.n.01'),addiction.n.01,b
8882,8882,Synset('agalactia.n.01'),agalactia.n.01,b
8886,8886,Synset('anestrus.n.01'),anestrus.n.01,b
8890,8890,Synset('asphyxia.n.01'),asphyxia.n.01,b
8893,8893,Synset('cold_sweat.n.01'),cold_sweat.n.01,b
8897,8897,Synset('drive.n.09'),drive.n.09,b
8898,8898,Synset('elastosis.n.01'),elastosis.n.01,b
8899,8899,Synset('emmetropia.n.01'),emmetropia.n.01,b
8900,8900,Synset('estrus.n.01'),estrus.n.01,b
8901,8901,Synset('false_pregnancy.n.01'),false_pregnancy.n.01,b
8906,8906,Synset('hypercapnia.n.01'),hypercapnia.n.01,b
8908,8908,Synset('hyperthermia.n.01'),hyperthermia.n.01,b
8909,8909,Synset('hypocapnia.n.01'),hypocapnia.n.01,b
8912,8912,Synset('incompatibility.n.02'),incompatibility.n.02,b
8916,8916,Synset('obstruction.n.02'),obstruction.n.02,b
8918,8918,Synset('oxygen_debt.n.01'),oxygen_debt.n.01,b
8920,8920,Synset('poisoning.n.01'),poisoning.n.01,b
8921,8921,Synset('potency.n.04'),potency.n.04,b
8922,8922,Synset('pregnancy.n.01'),pregnancy.n.01,b
8923,8923,Synset('rigor_mortis.n.01'),rigor_mortis.n.01,b
8924,8924,Synset('sedation.n.01'),sedation.n.01,b
8925,8925,Synset('sleep.n.01'),sleep.n.01,b
8927,8927,Synset('sterility.n.02'),sterility.n.02,b
8929,8929,Synset('torpor.n.01'),torpor.n.01,b
8931,8931,Synset('wakefulness.n.01'),wakefulness.n.01,b
8960,8960,Synset('cleanness.n.01'),cleanness.n.01,b
8976,8976,Synset('tonicity.n.01'),tonicity.n.01,b
8977,8977,Synset('decay.n.04'),decay.n.04,b
8984,8984,Synset('wateriness.n.01'),wateriness.n.01,b
8986,8986,Synset('good_fortune.n.01'),good_fortune.n.01,b
8987,8987,Synset('misfortune.n.02'),misfortune.n.02,b
9011,9011,Synset('edema.n.01'),edema.n.01,b
9012,9012,Synset('hematocele.n.01'),hematocele.n.01,b
9019,9019,Synset('attachment.n.01'),attachment.n.01,b
9023,9023,Synset('fidget.n.01'),fidget.n.01,b
9024,9024,Synset('stewing.n.01'),stewing.n.01,b
9025,9025,Synset('stir.n.02'),stir.n.02,b
9028,9028,Synset('conflict.n.02'),conflict.n.02,b
9029,9029,Synset('emotionlessness.n.01'),emotionlessness.n.01,b
9030,9030,Synset('languor.n.02'),languor.n.02,b
9032,9032,Synset('surprise.n.01'),surprise.n.01,b
9033,9033,Synset('wonder.n.01'),wonder.n.01,b
9035,9035,Synset('placidity.n.01'),placidity.n.01,b
9039,9039,Synset('oedipus_complex.n.01'),oedipus_complex.n.01,b
9043,9043,Synset('craving.n.01'),craving.n.01,b
9044,9044,Synset('longing.n.01'),longing.n.01,b
9045,9045,Synset('sexual_desire.n.01'),sexual_desire.n.01,b
9046,9046,Synset('temptation.n.02'),temptation.n.02,b
9049,9049,Synset('discouragement.n.01'),discouragement.n.01,b
9051,9051,Synset('pessimism.n.01'),pessimism.n.01,b
9053,9053,Synset('alienation.n.01'),alienation.n.01,b
9057,9057,Synset('contempt.n.01'),contempt.n.01,b
9059,9059,Synset('disapproval.n.01'),disapproval.n.01,b
9061,9061,Synset('disinclination.n.01'),disinclination.n.01,b
9065,9065,Synset('anger.n.01'),anger.n.01,b
9067,9067,Synset('conditioned_emotional_response.n.01'),conditioned_emotional_response.n.01,b
9068,9068,Synset('emotional_state.n.01'),emotional_state.n.01,b
9069,9069,Synset('fear.n.01'),fear.n.01,b
9071,9071,Synset('hate.n.01'),hate.n.01,b
9074,9074,Synset('eagerness.n.01'),eagerness.n.01,b
9084,9084,Synset('cheerfulness.n.02'),cheerfulness.n.02,b
9090,9090,Synset('hopefulness.n.02'),hopefulness.n.02,b
9091,9091,Synset('optimism.n.01'),optimism.n.01,b
9092,9092,Synset('meekness.n.01'),meekness.n.01,b
9095,9095,Synset('admiration.n.01'),admiration.n.01,b
9096,9096,Synset('approval.n.02'),approval.n.02,b
9097,9097,Synset('captivation.n.02'),captivation.n.02,b
9099,9099,Synset('friendliness.n.01'),friendliness.n.01,b
9100,9100,Synset('inclination.n.05'),inclination.n.05,b
9104,9104,Synset('growing_pains.n.02'),growing_pains.n.02,b
9107,9107,Synset('unpleasantness.n.01'),unpleasantness.n.01,b
9110,9110,Synset('infatuation.n.01'),infatuation.n.01,b
9112,9112,Synset('wildness.n.01'),wildness.n.01,b
9113,9113,Synset('comfort.n.02'),comfort.n.02,b
9114,9114,Synset('delight.n.01'),delight.n.01,b
9115,9115,Synset('enjoyment.n.01'),enjoyment.n.01,b
9116,9116,Synset('pleasantness.n.01'),pleasantness.n.01,b
9119,9119,Synset('dignity.n.01'),dignity.n.01,b
9120,9120,Synset('ego.n.01'),ego.n.01,b
9122,9122,Synset('cheerlessness.n.01'),cheerlessness.n.01,b
9125,9125,Synset('downheartedness.n.01'),downheartedness.n.01,b
9126,9126,Synset('forlornness.n.01'),forlornness.n.01,b
9128,9128,Synset('melancholy.n.01'),melancholy.n.01,b
9130,9130,Synset('sorrow.n.01'),sorrow.n.01,b
9131,9131,Synset('sorrow.n.02'),sorrow.n.02,b
9133,9133,Synset('feelings.n.01'),feelings.n.01,b
9135,9135,Synset('sensibility.n.02'),sensibility.n.02,b
9136,9136,Synset('razbliuto.n.01'),razbliuto.n.01,b
9137,9137,Synset('sentimentality.n.02'),sentimentality.n.02,b
9138,9138,Synset('conscience.n.03'),conscience.n.03,b
9139,9139,Synset('embarrassment.n.01'),embarrassment.n.01,b
9140,9140,Synset('self-disgust.n.01'),self-disgust.n.01,b
9141,9141,Synset('commiseration.n.01'),commiseration.n.01,b
9142,9142,Synset('compassion.n.01'),compassion.n.01,b
9144,9144,Synset('concern.n.03'),concern.n.03,b
9145,9145,Synset('empathy.n.01'),empathy.n.01,b
9148,9148,Synset('ill_humor.n.01'),ill_humor.n.01,b
9150,9150,Synset('sulk.n.01'),sulk.n.01,b
9151,9151,Synset('heartlessness.n.01'),heartlessness.n.01,b
9170,9170,Synset('blister.n.01'),blister.n.01,b
9176,9176,Synset('fatigue.n.02'),fatigue.n.02,b
9177,9177,Synset('flaw.n.02'),flaw.n.02,b
9206,9206,Synset('agreement.n.03'),agreement.n.03,b
9207,9207,Synset('comity.n.01'),comity.n.01,b
9209,9209,Synset('amity.n.02'),amity.n.02,b
9219,9219,Synset('bank_account.n.01'),bank_account.n.01,b
9245,9245,Synset('contentedness.n.01'),contentedness.n.01,b
9247,9247,Synset('vogue.n.02'),vogue.n.02,b
9250,9250,Synset('imbalance.n.01'),imbalance.n.01,b
9251,9251,Synset('context.n.02'),context.n.02,b
9252,9252,Synset('ecology.n.01'),ecology.n.01,b
9255,9255,Synset('setting.n.02'),setting.n.02,b
9256,9256,Synset('sphere.n.01'),sphere.n.01,b
9257,9257,Synset('street.n.03'),street.n.03,b
9264,9264,Synset('poise.n.02'),poise.n.02,b
9266,9266,Synset('banishment.n.01'),banishment.n.01,b
9270,9270,Synset('apostasy.n.01'),apostasy.n.01,b
9271,9271,Synset('disfavor.n.01'),disfavor.n.01,b
9273,9273,Synset('reprobation.n.01'),reprobation.n.01,b
9283,9283,Synset('center_stage.n.01'),center_stage.n.01,b
9285,9285,Synset('eminence.n.01'),eminence.n.01,b
9286,9286,Synset('precedence.n.01'),precedence.n.01,b
9287,9287,Synset('seniority.n.01'),seniority.n.01,b
9288,9288,Synset('stardom.n.01'),stardom.n.01,b
9289,9289,Synset('acolyte.n.01'),acolyte.n.01,b
9290,9290,Synset('anagnost.n.01'),anagnost.n.01,b
9292,9292,Synset('doorkeeper.n.02'),doorkeeper.n.02,b
9293,9293,Synset('exorcist.n.01'),exorcist.n.01,b
9295,9295,Synset('priest.n.01'),priest.n.01,b
9296,9296,Synset('subdeacon.n.01'),subdeacon.n.01,b
9297,9297,Synset('citizenship.n.01'),citizenship.n.01,b
9298,9298,Synset('civil_death.n.01'),civil_death.n.01,b
9300,9300,Synset('minority.n.03'),minority.n.03,b
9301,9301,Synset('villeinage.n.01'),villeinage.n.01,b
9305,9305,Synset('baronetcy.n.01'),baronetcy.n.01,b
9308,9308,Synset('earldom.n.01'),earldom.n.01,b
9310,9310,Synset('eighth.n.01'),eighth.n.01,b
9312,9312,Synset('eleventh.n.01'),eleventh.n.01,b
9313,9313,Synset('fifteenth.n.01'),fifteenth.n.01,b
9314,9314,Synset('fifth.n.02'),fifth.n.02,b
9315,9315,Synset('fiftieth.n.01'),fiftieth.n.01,b
9316,9316,Synset('first.n.01'),first.n.01,b
9317,9317,Synset('fortieth.n.01'),fortieth.n.01,b
9319,9319,Synset('fourth.n.01'),fourth.n.01,b
9321,9321,Synset('grade.n.02'),grade.n.02,b
9322,9322,Synset('hundredth.n.01'),hundredth.n.01,b
9326,9326,Synset('millionth.n.01'),millionth.n.01,b
9329,9329,Synset('ninth.n.01'),ninth.n.01,b
9331,9331,Synset('second.n.05'),second.n.05,b
9334,9334,Synset('seventh.n.01'),seventh.n.01,b
9337,9337,Synset('sixth.n.01'),sixth.n.01,b
9338,9338,Synset('sixtieth.n.01'),sixtieth.n.01,b
9339,9339,Synset('tenth.n.02'),tenth.n.02,b
9340,9340,Synset('third.n.03'),third.n.03,b
9342,9342,Synset('thirtieth.n.01'),thirtieth.n.01,b
9343,9343,Synset('thousandth.n.01'),thousandth.n.01,b
9344,9344,Synset('twelfth.n.01'),twelfth.n.01,b
9347,9347,Synset('place.n.10'),place.n.10,b
9352,9352,Synset('obscurity.n.02'),obscurity.n.02,b
9353,9353,Synset('prestige.n.01'),prestige.n.01,b
9354,9354,Synset('prominence.n.01'),prominence.n.01,b
9355,9355,Synset('ranking.n.01'),ranking.n.01,b
9365,9365,Synset('oscitancy.n.01'),oscitancy.n.01,b
9372,9372,Synset('contact.n.03'),contact.n.03,b
9396,9396,Synset('liveliness.n.02'),liveliness.n.02,b
9405,9405,Synset('incorrectness.n.01'),incorrectness.n.01,b
9406,9406,Synset('indecency.n.01'),indecency.n.01,b
9408,9408,Synset('indelicacy.n.01'),indelicacy.n.01,b
9412,9412,Synset('discourtesy.n.02'),discourtesy.n.02,b
9413,9413,Synset('foppishness.n.01'),foppishness.n.01,b
9414,9414,Synset('formality.n.02'),formality.n.02,b
9415,9415,Synset('gentleness.n.02'),gentleness.n.02,b
9416,9416,Synset('informality.n.01'),informality.n.01,b
9417,9417,Synset('appropriateness.n.01'),appropriateness.n.01,b
9418,9418,Synset('correctness.n.02'),correctness.n.02,b
9419,9419,Synset('decency.n.01'),decency.n.01,b
9420,9420,Synset('decorum.n.01'),decorum.n.01,b
9421,9421,Synset('good_form.n.01'),good_form.n.01,b
9422,9422,Synset('modesty.n.02'),modesty.n.02,b
9423,9423,Synset('priggishness.n.01'),priggishness.n.01,b
9424,9424,Synset('seemliness.n.01'),seemliness.n.01,b
9475,9475,Synset('agreeableness.n.02'),agreeableness.n.02,b
9476,9476,Synset('aloneness.n.01'),aloneness.n.01,b
9477,9477,Synset('animalism.n.02'),animalism.n.02,b
9482,9482,Synset('discomposure.n.02'),discomposure.n.02,b
9484,9484,Synset('esprit_de_corps.n.01'),esprit_de_corps.n.01,b
9488,9488,Synset('heart.n.06'),heart.n.06,b
9492,9492,Synset('optimism.n.02'),optimism.n.02,b
9493,9493,Synset('perfectionism.n.01'),perfectionism.n.01,b
9494,9494,Synset('permissiveness.n.01'),permissiveness.n.01,b
9495,9495,Synset('pessimism.n.02'),pessimism.n.02,b
9497,9497,Synset('unpermissiveness.n.01'),unpermissiveness.n.01,b
9501,9501,Synset('sociability.n.01'),sociability.n.01,b
9522,9522,Synset('disarray.n.02'),disarray.n.02,b
9544,9544,Synset('jazz.n.03'),jazz.n.03,b
9545,9545,Synset('jig.n.01'),jig.n.01,b
9549,9549,Synset('minuet.n.02'),minuet.n.02,b
9552,9552,Synset('polka.n.01'),polka.n.01,b
9554,9554,Synset('ragtime.n.01'),ragtime.n.01,b
9559,9559,Synset('tango.n.02'),tango.n.02,b
9561,9561,Synset('techno.n.01'),techno.n.01,b
9562,9562,Synset('waltz.n.02'),waltz.n.02,b
9567,9567,Synset('adagio.n.01'),adagio.n.01,b
9568,9568,Synset('allegretto.n.02'),allegretto.n.02,b
9569,9569,Synset('allegro.n.02'),allegro.n.02,b
9570,9570,Synset('andante.n.02'),andante.n.02,b
9572,9572,Synset('canon.n.04'),canon.n.04,b
9573,9573,Synset('capriccio.n.01'),capriccio.n.01,b
9574,9574,Synset('divertimento.n.01'),divertimento.n.01,b
9576,9576,Synset('etude.n.01'),etude.n.01,b
9577,9577,Synset('fantasia.n.01'),fantasia.n.01,b
9578,9578,Synset('incidental_music.n.01'),incidental_music.n.01,b
9579,9579,Synset('intermezzo.n.02'),intermezzo.n.02,b
9580,9580,Synset('introit.n.01'),introit.n.01,b
9581,9581,Synset('larghetto.n.01'),larghetto.n.01,b
9582,9582,Synset('largo.n.01'),largo.n.01,b
9583,9583,Synset('medley.n.01'),medley.n.01,b
9585,9585,Synset('motet.n.01'),motet.n.01,b
9586,9586,Synset('movement.n.05'),movement.n.05,b
9587,9587,Synset('musical_arrangement.n.01'),musical_arrangement.n.01,b
9588,9588,Synset('nocturne.n.01'),nocturne.n.01,b
9592,9592,Synset('program_music.n.01'),program_music.n.01,b
9595,9595,Synset('realization.n.03'),realization.n.03,b
9596,9596,Synset('septet.n.05'),septet.n.05,b
9597,9597,Synset('sextet.n.01'),sextet.n.01,b
9599,9599,Synset('solo.n.02'),solo.n.02,b
9601,9601,Synset('study.n.10'),study.n.10,b
9602,9602,Synset('suite.n.01'),suite.n.01,b
9603,9603,Synset('symphonic_poem.n.01'),symphonic_poem.n.01,b
9604,9604,Synset('toccata.n.01'),toccata.n.01,b
9607,9607,Synset('counterpoint.n.01'),counterpoint.n.01,b
9611,9611,Synset('article.n.03'),article.n.03,b
9612,9612,Synset('book.n.10'),book.n.10,b
9613,9613,Synset('canto.n.02'),canto.n.02,b
9614,9614,Synset('chapter.n.01'),chapter.n.01,b
9616,9616,Synset('development.n.09'),development.n.09,b
9617,9617,Synset('episode.n.02'),episode.n.02,b
9618,9618,Synset('exposition.n.04'),exposition.n.04,b
9619,9619,Synset('insert.n.01'),insert.n.01,b
9622,9622,Synset('mezuzah.n.01'),mezuzah.n.01,b
9623,9623,Synset('narration.n.03'),narration.n.03,b
9624,9624,Synset('obbligato.n.02'),obbligato.n.02,b
9625,9625,Synset('passage.n.02'),passage.n.02,b
9626,9626,Synset('recapitulation.n.02'),recapitulation.n.02,b
9628,9628,Synset('spot.n.02'),spot.n.02,b
9629,9629,Synset('spot.n.06'),spot.n.06,b
9630,9630,Synset('sura.n.01'),sura.n.01,b
9632,9632,Synset('flourish.n.05'),flourish.n.05,b
9635,9635,Synset('part.n.11'),part.n.11,b
9637,9637,Synset('signature.n.03'),signature.n.03,b
9638,9638,Synset('theme.n.03'),theme.n.03,b
9644,9644,Synset('exchange.n.02'),exchange.n.02,b
9645,9645,Synset('gossiping.n.01'),gossiping.n.01,b
9647,9647,Synset('phatic_speech.n.01'),phatic_speech.n.01,b
9649,9649,Synset('rap_session.n.01'),rap_session.n.01,b
9655,9655,Synset('argument.n.03'),argument.n.03,b
9658,9658,Synset('negotiation.n.01'),negotiation.n.01,b
9659,9659,Synset('panel_discussion.n.01'),panel_discussion.n.01,b
9661,9661,Synset('public_discussion.n.01'),public_discussion.n.01,b
9662,9662,Synset('baby_talk.n.01'),baby_talk.n.01,b
9664,9664,Synset('dialect.n.01'),dialect.n.01,b
9665,9665,Synset('localism.n.01'),localism.n.01,b
9666,9666,Synset('regionalism.n.01'),regionalism.n.01,b
9667,9667,Synset('slang.n.01'),slang.n.01,b
9668,9668,Synset('slang.n.02'),slang.n.02,b
9670,9670,Synset('vernacular.n.02'),vernacular.n.02,b
9671,9671,Synset('received_pronunciation.n.01'),received_pronunciation.n.01,b
9672,9672,Synset('advice_and_consent.n.01'),advice_and_consent.n.01,b
9674,9674,Synset('ambiguity.n.01'),ambiguity.n.01,b
9676,9676,Synset('beatitude.n.02'),beatitude.n.02,b
9677,9677,Synset('calque.n.01'),calque.n.01,b
9678,9678,Synset('dysphemism.n.01'),dysphemism.n.01,b
9680,9680,Synset('euphemism.n.01'),euphemism.n.01,b
9681,9681,Synset('idiom.n.04'),idiom.n.04,b
9682,9682,Synset('logion.n.01'),logion.n.01,b
9683,9683,Synset('maxim.n.01'),maxim.n.01,b
9684,9684,Synset('motto.n.01'),motto.n.01,b
9685,9685,Synset('proverb.n.01'),proverb.n.01,b
9687,9687,Synset('southernism.n.01'),southernism.n.01,b
9688,9688,Synset('sumpsimus.n.01'),sumpsimus.n.01,b
9691,9691,Synset('incantation.n.01'),incantation.n.01,b
9706,9706,Synset('complaint.n.02'),complaint.n.02,b
9721,9721,Synset('articulation.n.01'),articulation.n.01,b
9758,9758,Synset('daybook.n.01'),daybook.n.01,b
9761,9761,Synset('accounting.n.04'),accounting.n.04,b
9762,9762,Synset('inventory.n.03'),inventory.n.03,b
9768,9768,Synset('antithesis.n.02'),antithesis.n.02,b
9778,9778,Synset('emphasis.n.03'),emphasis.n.03,b
9788,9788,Synset('litotes.n.01'),litotes.n.01,b
9790,9790,Synset('paralepsis.n.01'),paralepsis.n.01,b
9794,9794,Synset('repetition.n.03'),repetition.n.03,b
9809,9809,Synset('blues.n.01'),blues.n.01,b
9810,9810,Synset('rap.n.05'),rap.n.05,b
9811,9811,Synset('rhythm_and_blues.n.01'),rhythm_and_blues.n.01,b
9812,9812,Synset('soul.n.05'),soul.n.05,b
9813,9813,Synset('cantata.n.01'),cantata.n.01,b
9816,9816,Synset('fugue.n.03'),fugue.n.03,b
9817,9817,Synset('opera.n.01'),opera.n.01,b
9818,9818,Synset('rondo.n.01'),rondo.n.01,b
9819,9819,Synset('sonata.n.01'),sonata.n.01,b
9820,9820,Synset('military_march.n.01'),military_march.n.01,b
9822,9822,Synset('dance_music.n.01'),dance_music.n.01,b
9823,9823,Synset('disco.n.01'),disco.n.01,b
9824,9824,Synset('folk_music.n.01'),folk_music.n.01,b
9825,9825,Synset('jazz.n.02'),jazz.n.02,b
9826,9826,Synset('macumba.n.02'),macumba.n.02,b
9827,9827,Synset('pop_music.n.01'),pop_music.n.01,b
9828,9828,Synset('reggae.n.01'),reggae.n.01,b
9829,9829,Synset('rock_'n'_roll.n.01'),rock_n_roll.n.01,b
9830,9830,Synset('rockabilly.n.01'),rockabilly.n.01,b
9831,9831,Synset('skiffle.n.01'),skiffle.n.01,b
9841,9841,Synset('comedy.n.01'),comedy.n.01,b
9859,9859,Synset('proof.n.02'),proof.n.02,b
9861,9861,Synset('sign.n.01'),sign.n.01,b
9862,9862,Synset('ballistic_identification.n.01'),ballistic_identification.n.01,b
9871,9871,Synset('file.n.01'),file.n.01,b
9886,9886,Synset('graduation.n.03'),graduation.n.03,b
9887,9887,Synset('guideline.n.01'),guideline.n.01,b
9892,9892,Synset('shaft.n.01'),shaft.n.01,b
9898,9898,Synset('baseline.n.03'),baseline.n.03,b
9906,9906,Synset('service_line.n.01'),service_line.n.01,b
9907,9907,Synset('sideline.n.01'),sideline.n.01,b
9908,9908,Synset('start.n.06'),start.n.06,b
9912,9912,Synset('underscore.n.01'),underscore.n.01,b
9931,9931,Synset('berber.n.02'),berber.n.02,b
9932,9932,Synset('chad.n.04'),chad.n.04,b
9933,9933,Synset('cushitic.n.01'),cushitic.n.01,b
9935,9935,Synset('hamitic.n.01'),hamitic.n.01,b
9939,9939,Synset('arawak.n.02'),arawak.n.02,b
9940,9940,Synset('atakapa.n.02'),atakapa.n.02,b
9941,9941,Synset('athapaskan.n.02'),athapaskan.n.02,b
9942,9942,Synset('caddo.n.02'),caddo.n.02,b
9943,9943,Synset('carib.n.02'),carib.n.02,b
9945,9945,Synset('iroquoian.n.01'),iroquoian.n.01,b
9947,9947,Synset('maya.n.02'),maya.n.02,b
9949,9949,Synset('muskhogean.n.02'),muskhogean.n.02,b
9952,9952,Synset('quechua.n.03'),quechua.n.03,b
9953,9953,Synset('siouan.n.02'),siouan.n.02,b
9958,9958,Synset('munda.n.01'),munda.n.01,b
9959,9959,Synset('australian.n.02'),australian.n.02,b
9960,9960,Synset('formosan.n.01'),formosan.n.01,b
9961,9961,Synset('malayo-polynesian.n.01'),malayo-polynesian.n.01,b
